sample_id	aro_gene	hit_rows
I_5-6	CepA-29	140
I_5-6	OXA-299	27
I_5-6	DHA-19	170
I_5-6	ACT-61	7
I_5-6	ACT-20	110
I_5-6	KPC-42	1
I_5-6	PDC-448	10
I_5-6	CfiA29	63
I_5-6	ACT-62	8
I_5-6	BKC-1	169
I_5-6	OXA-1	301
I_5-6	PDC-133	16
I_5-6	ACT-21	44
I_5-6	PDC-449	1
I_5-6	KPC-43	37
I_5-6	BKC-2	169
I_5-6	ACT-22	83
I_5-6	PDC-175	5
I_5-6	ACT-63	50
I_5-6	OXA-2	647
I_5-6	PDC-135	1
I_5-6	KPC-85	1
I_5-6	IND-1	12
I_5-6	ACT-64	20
I_5-6	ACT-23	70
I_5-6	OXA-3	256
I_5-6	PDC-136	1
I_5-6	IND-2	9
I_5-6	KPC-45	5
I_5-6	OXA-4	307
I_5-6	ACT-65	32
I_5-6	ACT-24	43
I_5-6	KPC-46	1
I_5-6	PDC-178	1
I_5-6	IND-3	10
I_5-6	PDC-137	13
I_5-6	OXA-5	169
I_5-6	KPC-87	126
I_5-6	ACT-66	30
I_5-6	ACT-25	155
I_5-6	IND-4	49
I_5-6	KPC-47	10
I_5-6	ACT-67	14
I_5-6	KPC-89	1
I_5-6	IND-5	10
I_5-6	ACT-68	21
I_5-6	ACT-27	150
I_5-6	OXA-7	220
I_5-6	KPC-49	4
I_5-6	IND-6	9
I_5-6	ACT-69	28
I_5-6	ACT-28	30
I_5-6	acrB	47833
I_5-6	IND-7	12
I_5-6	QnrVC1	89
I_5-6	OXA-9	168
I_5-6	tet(W/N/W)	23608
I_5-6	ACT-29	33
I_5-6	IND-8	9
I_5-6	tet(O/M/O)	24983
I_5-6	acrD	44164
I_5-6	IND-9	9
I_5-6	QnrVC3	88
I_5-6	QnrVC4	93
I_5-6	Ecol_acrA	4381
I_5-6	Spyo_ErmA_MLSb	140
I_5-6	QnrVC5	93
I_5-6	leuO	533
I_5-6	QnrVC6	93
I_5-6	novA	39157
I_5-6	QnrVC7	88
I_5-6	norA	93
I_5-6	norB	250
I_5-6	Paer_soxR	601
I_5-6	cpxA	1122
I_5-6	ADC-80	3
I_5-6	norC	240
I_5-6	tetB(46)	26842
I_5-6	ADC-81	3
I_5-6	OKP-B-20	34
I_5-6	sul1	1295
I_5-6	OKP-B-21	13
I_5-6	ADC-41	28
I_5-6	sul2	2638
I_5-6	OKP-B-22	3
I_5-6	ADC-42	9
I_5-6	ADC-83	39
I_5-6	sul3	2486
I_5-6	OKP-B-23	14
I_5-6	ADC-43	7
I_5-6	sul4	6742
I_5-6	ykkC	598
I_5-6	MAL-1	133
I_5-6	ADC-84	57
I_5-6	OKP-B-24	23
I_5-6	ADC-85	17
I_5-6	ADC-44	18
I_5-6	ykkD	974
I_5-6	MAL-2	135
I_5-6	ADC-86	13
I_5-6	tet(O/W/32/O)	25306
I_5-6	ADC-87	9
I_5-6	vanS_in_vanE_cl	912
I_5-6	vanS_in_vanM_cl	3340
I_5-6	ADC-88	5
I_5-6	OKP-D-1	40
I_5-6	tet(49)	596
I_5-6	SFB-1	21
I_5-6	ADC-89	1
I_5-6	tet(45)	64
I_5-6	MCR-1.10	1301
I_5-6	MCR-1.11	1
I_5-6	tet(41)	6309
I_5-6	SHV-243	31
I_5-6	MCR-1.12	1417
I_5-6	SHV-203	1
I_5-6	OHIO-1	22
I_5-6	TxR	31631
I_5-6	MCR-1.13	1403
I_5-6	SHV-204	10
I_5-6	MCR-1.14	18
I_5-6	rpoB2	126569
I_5-6	MCR-1.15	1217
I_5-6	KPC-174	107
I_5-6	MCR-1.16	335
I_5-6	tetA(60)	12061
I_5-6	MCR-1.17	3
I_5-6	KPC-175	4
I_5-6	FosBx1	17
I_5-6	GOB-30	132
I_5-6	SHV-208	7
I_5-6	GOB-31	62
I_5-6	MCR-1.18	544
I_5-6	SHV-209	16
I_5-6	MCR-1.19	181
I_5-6	GOB-32	69
I_5-6	KPC-137	1
I_5-6	VHW-1	37
I_5-6	cplR	30238
I_5-6	GOB-33	67
I_5-6	KPC-138	5
I_5-6	KPC-179	38
I_5-6	GMA-1	28
I_5-6	GOB-34	63
I_5-6	GMA-2	25
I_5-6	GOB-35	77
I_5-6	aadA6/aadA10	691
I_5-6	GOB-36	59
I_5-6	GOB-37	70
I_5-6	GOB-38	137
I_5-6	OXY-9-1	43
I_5-6	TLA-1	266
I_5-6	GOB-39	102
I_5-6	TLA-2	163
I_5-6	AAC(3)-VIa	50
I_5-6	TLA-3	257
I_5-6	Kpne_acrA	3089
I_5-6	otr(A)S.liv	13233
I_5-6	ADC-170	4
I_5-6	ADC-171	1
I_5-6	ADC-130	33
I_5-6	cmx	259
I_5-6	ADC-131	32
I_5-6	ADC-132	21
I_5-6	ADC-174	1
I_5-6	OXY-2-20	64
I_5-6	ADC-133	45
I_5-6	EC-13	204
I_5-6	OXY-2-21	18
I_5-6	ADC-134	7
I_5-6	ADC-175	6
I_5-6	EC-14	203
I_5-6	ADC-135	10
I_5-6	OXY-2-22	46
I_5-6	vanS_in_vanF_cl	1300
I_5-6	oleB	9366
I_5-6	vanS_in_vanN_cl	353
I_5-6	EC-15	202
I_5-6	ADC-136	14
I_5-6	OXY-2-23	88
I_5-6	oleC	20908
I_5-6	EC-16	198
I_5-6	ADC-137	4
I_5-6	oleD	40
I_5-6	OXY-2-24	122
I_5-6	ADC-179	5
I_5-6	ADC-138	8
I_5-6	FosA	72
I_5-6	OXY-2-25	72
I_5-6	MCR-3.1	456
I_5-6	EC-18	192
I_5-6	TEM-6	3
I_5-6	ADC-139	7
I_5-6	OXY-2-26	53
I_5-6	FosB	17
I_5-6	BIC-1	46
I_5-6	MCR-3.2	471
I_5-6	EC-19	166
I_5-6	TEM-7	65
I_5-6	OXY-2-27	34
I_5-6	BIC-2	35
I_5-6	MCR-3.3	847
I_5-6	BahA	153
I_5-6	OXY-2-28	62
I_5-6	FosD	20
I_5-6	MCR-3.4	707
I_5-6	oleI	117
I_5-6	MCR-3.5	839
I_5-6	MCR-3.6	950
I_5-6	FosG	74
I_5-6	CARB-50	254
I_5-6	DHA-1	136
I_5-6	MCR-3.7	439
I_5-6	vanV_in_vanB_cl	6
I_5-6	FosH	75
I_5-6	CARB-10	261
I_5-6	CARB-51	88
I_5-6	DHA-2	149
I_5-6	MCR-3.8	900
I_5-6	SHV-80	9
I_5-6	CARB-52	69
I_5-6	CARB-11	78
I_5-6	FosI	57
I_5-6	DHA-3	106
I_5-6	MCR-3.9	372
I_5-6	SHV-81	1
I_5-6	BRO-1	31
I_5-6	DHA-4	70
I_5-6	CARB-12	78
I_5-6	CARB-53	72
I_5-6	SHV-82	1
I_5-6	BRO-2	31
I_5-6	SHV-41	29
I_5-6	FosK	50
I_5-6	CARB-54	259
I_5-6	DHA-5	104
I_5-6	tet(O/W/O)	25274
I_5-6	OXA-990	1
I_5-6	SHV-83	3
I_5-6	SHV-42	42
I_5-6	CARB-55	69
I_5-6	CARB-14	260
I_5-6	DHA-6	129
I_5-6	APH(3')-IVa	30
I_5-6	OXA-991	3
I_5-6	SHV-43	8
I_5-6	OXA-950	156
I_5-6	CARB-56	65
I_5-6	DHA-7	125
I_5-6	OXA-951	168
I_5-6	OXA-992	19
I_5-6	CARB-16	260
I_5-6	CARB-57	56
I_5-6	OXA-952	16
I_5-6	OXA-993	8
I_5-6	DIM-1	8
I_5-6	FRI-1	142
I_5-6	CARB-58	219
I_5-6	CARB-17	67
I_5-6	DHA-9	96
I_5-6	OXA-911	7
I_5-6	JOHN-1	124
I_5-6	SHV-46	2
I_5-6	OXA-953	10
I_5-6	OXA-912	195
I_5-6	OXA-994	6
I_5-6	FRI-2	149
I_5-6	OXA-1190	21
I_5-6	CARB-18	65
I_5-6	OXA-1191	11
I_5-6	OXA-1150	19
I_5-6	OXA-995	12
I_5-6	FRI-3	118
I_5-6	OXA-913	16
I_5-6	CARB-19	73
I_5-6	OXA-955	5
I_5-6	SHV-48	10
I_5-6	OXA-996	14
I_5-6	OXA-640	7
I_5-6	SHV-89	37
I_5-6	FRI-4	154
I_5-6	OXA-914	41
I_5-6	CGB-1	46
I_5-6	eptA	1367
I_5-6	OXA-681	422
I_5-6	OXA-1110	21
I_5-6	OXA-600	3
I_5-6	OXA-1193	15
I_5-6	OXA-997	3
I_5-6	OXA-915	15
I_5-6	OXA-1111	7
I_5-6	SHV-49	3
I_5-6	OXA-956	193
I_5-6	FRI-5	39
I_5-6	OXA-1152	110
I_5-6	eptB	347
I_5-6	OXA-641	808
I_5-6	CAU-1	426
I_5-6	OXA-1194	12
I_5-6	OXA-998	9
I_5-6	OXA-642	12
I_5-6	OXA-1112	17
I_5-6	CTX-M-60	11
I_5-6	OXA-1153	206
I_5-6	OXA-601	14
I_5-6	FRI-6	153
I_5-6	OXA-683	18
I_5-6	OXA-957	238
I_5-6	Erm(37)	64
I_5-6	OXA-1154	207
I_5-6	OXA-917	173
I_5-6	OXA-958	182
I_5-6	OXA-602	21
I_5-6	FRI-7	153
I_5-6	OXA-684	13
I_5-6	OXA-1113	37
I_5-6	OXA-999	42
I_5-6	tcr3	1714
I_5-6	OXA-643	114
I_5-6	CTX-M-61	13
I_5-6	CTX-M-20	128
I_5-6	mphA	582
I_5-6	cfr(D)	1444
I_5-6	CTX-M-62	3
I_5-6	CTX-M-21	2
I_5-6	FRI-8	33
I_5-6	OXA-1155	206
I_5-6	OXA-370	58
I_5-6	OXA-959	176
I_5-6	OXA-603	20
I_5-6	mphB	48
I_5-6	OXA-1114	13
I_5-6	OXA-918	139
I_5-6	OXA-644	123
I_5-6	Erm(33)	232
I_5-6	OXA-1115	5
I_5-6	OXA-686	7
I_5-6	OXA-330	25
I_5-6	CTX-M-63	21
I_5-6	mphC	48
I_5-6	OXA-919	78
I_5-6	OXA-1156	182
I_5-6	OXA-604	18
I_5-6	FRI-9	171
I_5-6	OXA-371	26
I_5-6	OXA-645	129
I_5-6	CTX-M-22	4
I_5-6	OXA-1198	1
I_5-6	OXA-331	20
I_5-6	OXA-687	1
I_5-6	OXA-1116	6
I_5-6	OXA-646	7
I_5-6	PDC-561	10
I_5-6	CTX-M-64	43
I_5-6	CTX-M-23	16
I_5-6	OXA-1157	166
I_5-6	FosX	81
I_5-6	OXA-372	809
I_5-6	OXA-1199	1
I_5-6	OXA-332	13
I_5-6	PDC-562	4
I_5-6	PDC-521	25
I_5-6	OXA-1158	177
I_5-6	FosY	32
I_5-6	vanS_in_vanO_cl	213
I_5-6	OXA-647	11
I_5-6	OXA-373	140
I_5-6	CTX-M-65	60
I_5-6	CTX-M-24	82
I_5-6	mphE	1334
I_5-6	CTX-M-66	1
I_5-6	OXA-374	1
I_5-6	CTX-M-180	12
I_5-6	OXA-333	35
I_5-6	OXA-1159	205
I_5-6	CTX-M-25	38
I_5-6	AAC(3)-Xa	133
I_5-6	OXA-607	22
I_5-6	OXA-648	17
I_5-6	mphF	238
I_5-6	CTX-M-140	8
I_5-6	CTX-M-67	12
I_5-6	OXA-375	2
I_5-6	OXA-649	12
I_5-6	CTX-M-26	41
I_5-6	OXA-1119	50
I_5-6	PDC-523	22
I_5-6	MCR-3.10	469
I_5-6	SLB-1	43
I_5-6	OXA-334	106
I_5-6	mphG	872
I_5-6	PDC-291	3
I_5-6	OXA-335	12
I_5-6	OXA-376	4
I_5-6	sta	18
I_5-6	PDC-250	52
I_5-6	CTX-M-100	34
I_5-6	AAC(6')-I30	112
I_5-6	CTX-M-27	14
I_5-6	PDC-524	44
I_5-6	MCR-3.11	723
I_5-6	CTX-M-68	5
I_5-6	mphH	221
I_5-6	CTX-M-141	154
I_5-6	PDC-251	3
I_5-6	PDC-292	3
I_5-6	OXA-377	3
I_5-6	PDC-525	8
I_5-6	MCR-3.12	574
I_5-6	CTX-M-101	29
I_5-6	CTX-M-69	32
I_5-6	CTX-M-28	14
I_5-6	mphI	183
I_5-6	CTX-M-142	18
I_5-6	PDC-567	1
I_5-6	PDC-252	1
I_5-6	PDC-211	1
I_5-6	OXA-378	4
I_5-6	OXA-337	3
I_5-6	CTX-M-29	3
I_5-6	CTX-M-102	71
I_5-6	PDC-526	9
I_5-6	MCR-3.13	478
I_5-6	mphJ	245
I_5-6	IMI-20	59
I_5-6	PDC-294	2
I_5-6	CTX-M-103	2
I_5-6	OXA-379	6
I_5-6	PDC-212	6
I_5-6	CTX-M-185	5
I_5-6	CTX-M-144	17
I_5-6	AAC(6')-I33	118
I_5-6	IMI-21	95
I_5-6	PDC-527	29
I_5-6	MCR-3.14	644
I_5-6	mphK	223
I_5-6	PDC-295	1
I_5-6	OXA-339	3
I_5-6	PDC-213	12
I_5-6	mphL	41
I_5-6	DfrB9	82
I_5-6	IMI-22	60
I_5-6	PDC-528	18
I_5-6	spd	91
I_5-6	MCR-3.15	576
I_5-6	PDC-214	2
I_5-6	PDC-296	1
I_5-6	PDC-255	6
I_5-6	CTX-M-146	9
I_5-6	IMI-23	57
I_5-6	mphM	207
I_5-6	CTX-M-105	59
I_5-6	PDC-529	8
I_5-6	MCR-3.16	611
I_5-6	PDC-256	2
I_5-6	CTX-M-147	52
I_5-6	IMI-24	59
I_5-6	mphN	29
I_5-6	LpeA	103
I_5-6	MCR-3.17	749
I_5-6	CTX-M-106	62
I_5-6	PDC-216	2
I_5-6	CTX-M-148	5
I_5-6	IMI-25	53
I_5-6	LpeB	28376
I_5-6	mphO	182
I_5-6	MCR-3.18	614
I_5-6	CTX-M-107	16
I_5-6	Rm3	377
I_5-6	IMI-26	54
I_5-6	MCR-3.19	299
I_5-6	CTX-M-108	41
I_5-6	PDC-259	6
I_5-6	IMI-27	44
I_5-6	mdtA	2001
I_5-6	CTX-M-109	40
I_5-6	YEM-1	49
I_5-6	mdtB	29605
I_5-6	DfrA43_TMP	1293
I_5-6	mdtC	26209
I_5-6	mdtE	2428
I_5-6	mdtF	48720
I_5-6	MBL1b	386
I_5-6	mdtG	444
I_5-6	mdtH	290
I_5-6	NDM-51	2
I_5-6	NDM-10	1
I_5-6	Bpum_cat86	123
I_5-6	NDM-52	1
I_5-6	NDM-12	2
I_5-6	NDM-53	1
I_5-6	CatU	139
I_5-6	tetB(58)	1600
I_5-6	NDM-13	4
I_5-6	Cspo_cplR	19074
I_5-6	NDM-14	1
I_5-6	NDM-55	1
I_5-6	mdtM	658
I_5-6	NDM-15	2
I_5-6	OXY-11-1	56
I_5-6	mdtN	842
I_5-6	NDM-57	1
I_5-6	PAU-1	88
I_5-6	mdtO	170
I_5-6	Saur_mupA_MUP	45266
I_5-6	NDM-17	5
I_5-6	LRA-1	177
I_5-6	vanS_in_vanP_cl	3457
I_5-6	mdtP	348
I_5-6	Nfar_rox	1596
I_5-6	APH(2'')-IVa	17
I_5-6	LRA-2	345
I_5-6	NDM-19	2
I_5-6	LRA-3	56
I_5-6	LRA-5	28
I_5-6	tet(57)	2901
I_7-8	tet(53)	54
I_7-8	CMY-170	8
I_7-8	PLN-1	40
I_7-8	LRA-7	32
I_7-8	CMY-171	1
I_7-8	LRA-8	96
I_7-8	LRA-9	33
I_7-8	CMY-172	975
I_7-8	CMY-132	27
I_7-8	CMY-173	61
I_7-8	KPC-211	83
I_7-8	AAC(6')-Isa	7
I_7-8	CMY-174	2
I_7-8	CMY-133	7
I_7-8	BLMT	42
I_7-8	CMY-175	11
I_7-8	tet(X6)	995
I_7-8	CMY-176	28
I_7-8	CMY-135	24
I_7-8	CMY-136	1
I_7-8	KPC-215	12
I_7-8	CMY-137	108
I_7-8	CMY-178	927
I_7-8	KPC-217	2
I_7-8	CMY-138	62
I_7-8	CMY-179	99
I_7-8	KPC-218	2
I_7-8	CMY-139	6
I_7-8	OXA-90	144
I_7-8	OXA-91	3
I_7-8	OXA-50	196
I_7-8	Saur_FosB	106
I_7-8	Sfra_tlrB_TYL	1010
I_7-8	OXA-92	7
I_7-8	OXA-51	29
I_7-8	OXA-10	3886
I_7-8	OXA-93	11
I_7-8	ALG11-1	35
I_7-8	bacA	13372
I_7-8	OXA-11	2789
I_7-8	BlaB-20	7
I_7-8	OXA-94	3
I_7-8	OXA-53	828
I_7-8	OXA-12	1220
I_7-8	OXA-95	28
I_7-8	QnrB60	168
I_7-8	OXA-13	1265
I_7-8	ADC-290	194
I_7-8	OXA-54	351
I_7-8	BlaB-22	2
I_7-8	QnrB20	60
I_7-8	OXA-96	360
I_7-8	ADC-291	27
I_7-8	Cper_mprF	505
I_7-8	OXA-14	2980
I_7-8	QnrB61	742
I_7-8	OXA-55	238
I_7-8	Sent_cmlA	6810
I_7-8	BlaB-23	7
I_7-8	OXA-97	361
I_7-8	ADC-292	110
I_7-8	ADC-210	250
I_7-8	QnrB21	293
I_7-8	QnrB62	178
I_7-8	OXA-15	2291
I_7-8	ADC-251	68
I_7-8	OXA-56	1140
I_7-8	BlaB-24	3
I_7-8	ADC-211	25
I_7-8	OXA-98	59
I_7-8	ADC-252	118
I_7-8	OXA-57	25
I_7-8	QnrB22	393
I_7-8	OXA-16	2199
I_7-8	BlaB-25	2
I_7-8	OXA-99	140
I_7-8	QnrB23	134
I_7-8	OXA-58	364
I_7-8	QnrB64	221
I_7-8	OXA-17	3198
I_7-8	ADC-253	127
I_7-8	BlaB-26	1
I_7-8	QnrB24	23
I_7-8	OXA-59	27
I_7-8	OXA-18	289
I_7-8	AER-1	1647
I_7-8	ADC-295	171
I_7-8	ADC-254	167
I_7-8	QnrB65	838
I_7-8	BlaB-27	2
I_7-8	ADC-214	19
I_7-8	QnrB25	263
I_7-8	OXA-19	641
I_7-8	ADC-255	144
I_7-8	QnrB66	302
I_7-8	Bbif_ileS_MUP	15481
I_7-8	BlaB-28	2
I_7-8	ADC-215	16
I_7-8	QnrB67	177
I_7-8	QnrB26	78
I_7-8	OXY-4-1	76
I_7-8	SPU-1	428
I_7-8	BlaB-29	6
I_7-8	QnrB27	482
I_7-8	ADC-257	23
I_7-8	QnrB68	188
I_7-8	OXY-4-2	62
I_7-8	ADC-216	244
I_7-8	OXY-4-3	52
I_7-8	QnrB69	262
I_7-8	QnrB28	567
I_7-8	ADC-259	4
I_7-8	QnrB29	20
I_7-8	OXY-4-4	51
I_7-8	ANT(2'')-Ia	1109
I_7-8	SHD-1	31
I_7-8	OXY-4-5	38
I_7-8	CARB-1	503
I_7-8	CARB-2	497
I_7-8	basS	5013
I_7-8	DfrA34	4
I_7-8	CARB-3	445
I_7-8	dfrA30	2114
I_7-8	CARB-4	497
I_7-8	dfrA31	2049
I_7-8	dfrA32	1587
I_7-8	DfrA36	1519
I_7-8	CARB-5	1029
I_7-8	CARB-6	486
I_7-8	DfrA37	2443
I_7-8	VEB-30	1444
I_7-8	AFM-1	1
I_7-8	CARB-7	695
I_7-8	facT	1304
I_7-8	DfrA38	2056
I_7-8	VEB-31	3187
I_7-8	AFM-2	1
I_7-8	dfrA35	3037
I_7-8	DfrA39	3201
I_7-8	CARB-8	1009
I_7-8	VEB-32	3165
I_7-8	AFM-3	1
I_7-8	CARB-9	728
I_7-8	VEB-33	3166
I_7-8	AFM-4	1
I_7-8	kdpD	4122
I_7-8	VEB-34	2212
I_7-8	AFM-5	1
I_7-8	EdeQ	174
I_7-8	kdpE	34407
I_7-8	VEB-35	1962
I_7-8	LEN-51	17
I_7-8	LEN-10	58
I_7-8	VEB-36	841
I_7-8	blaS1	46
I_7-8	LEN-11	30
I_7-8	VEB-37	322
I_7-8	LEN-12	37
I_7-8	lsaA	9928
I_7-8	VEB-38	1424
I_7-8	vanY_in_vanA_cl	663
I_7-8	OXA-1270	81
I_7-8	LEN-13	43
I_7-8	lsaB	5537
I_7-8	VEB-39	2062
I_7-8	LEN-55	23
I_7-8	LEN-14	80
I_7-8	lsaC	4695
I_7-8	OXA-1272	78
I_7-8	LEN-15	46
I_7-8	OXA-1231	245
I_7-8	LRA-10	496
I_7-8	lsaD	9345
I_7-8	TEM-130	2
I_7-8	OXA-1273	66
I_7-8	LEN-16	60
I_7-8	OXA-1232	253
I_7-8	lsaE	14671
I_7-8	TEM-131	5
I_7-8	OXA-1274	11
I_7-8	LEN-58	28
I_7-8	LEN-17	36
I_7-8	LRA-12	49
I_7-8	CDD-1	279
I_7-8	Paer_catB6	5835
I_7-8	Erm(49)	786
I_7-8	OXA-1233	376
I_7-8	OXA-764	20
I_7-8	OXA-1234	14
I_7-8	LEN-18	41
I_7-8	OXA-1275	112
I_7-8	LRA-13	374
I_7-8	TEM-132	304
I_7-8	CDD-2	277
I_7-8	Paer_catB7	3158
I_7-8	OXA-1276	76
I_7-8	Erm(41)	8
I_7-8	OXA-450	39
I_7-8	TEM-133	30
I_7-8	LEN-19	43
I_7-8	OXA-1235	26
I_7-8	OXA-491	4178
I_7-8	OXA-724	1711
I_7-8	OXA-410	4
I_7-8	PDC-640	2
I_7-8	OXA-766	27
I_7-8	TEM-134	10
I_7-8	OXA-1236	10
I_7-8	OXA-451	38
I_7-8	OXA-725	1837
I_7-8	OXA-767	2
I_7-8	OXA-411	10
I_7-8	OXA-493	72
I_7-8	PDC-600	5
I_7-8	TEM-135	28
I_7-8	OXA-1237	62
I_7-8	OXA-452	43
I_7-8	OXA-1278	96
I_7-8	TEM-176	222
I_7-8	OXA-726	1657
I_7-8	OXA-412	2
I_7-8	OXA-1279	7
I_7-8	TEM-177	8
I_7-8	TEM-136	2
I_7-8	OXA-1238	18
I_7-8	OXA-453	44
I_7-8	OXA-494	152
I_7-8	OXA-727	226
I_7-8	LRA-17	95
I_7-8	CTX-M-260	1
I_7-8	TEM-137	1
I_7-8	OXA-180	21
I_7-8	IMP-60	6
I_7-8	PDC-602	106
I_7-8	OXA-1239	264
I_7-8	OXA-728	271
I_7-8	TEM-178	315
I_7-8	LRA-18	455
I_7-8	OXA-454	2927
I_7-8	aadA10	5092
I_7-8	IMP-20	4
I_7-8	CTX-M-220	11
I_7-8	LRA-19	39
I_7-8	IMP-61	12
I_7-8	OXA-455	39
I_7-8	TEM-138	150
I_7-8	MOX-1	1300
I_7-8	OXA-496	138
I_7-8	OXA-729	244
I_7-8	OXA-181	439
I_7-8	OXA-140	995
I_7-8	aadA11	5391
I_7-8	TEM-139	1
I_7-8	CTX-M-221	3
I_7-8	IMP-62	8
I_7-8	OXA-497	5
I_7-8	OXA-100	32
I_7-8	IMP-21	10
I_7-8	OXA-182	114
I_7-8	OXA-415	1785
I_7-8	OXA-141	1987
I_7-8	MOX-2	2048
I_7-8	aadA12	5546
I_7-8	PDC-331	39
I_7-8	PDC-605	4
I_7-8	IMP-22	4
I_7-8	CTX-M-222	16
I_7-8	IMP-63	7
I_7-8	HMB-1	12
I_7-8	OXA-457	106
I_7-8	OXA-498	274
I_7-8	SED-1	201
I_7-8	OXA-183	537
I_7-8	OXA-416	204
I_7-8	OXA-142	2295
I_7-8	OXA-101	1424
I_7-8	MOX-3	2157
I_7-8	aadA13	5491
I_7-8	CTX-M-264	2
I_7-8	PDC-373	1
I_7-8	IMP-23	3
I_7-8	PDC-606	3
I_7-8	CTX-M-223	47
I_7-8	PDC-332	54
I_7-8	OXA-499	33
I_7-8	OXA-184	107
I_7-8	HMB-2	13
I_7-8	OXA-458	40
I_7-8	IMP-64	2
I_7-8	OXA-143	62
I_7-8	OpmB	4697
I_7-8	SED-2	149
I_7-8	OXA-417	440
I_7-8	MOX-4	2082
I_7-8	aadA14	3443
I_7-8	CTX-M-265	2
I_7-8	IMP-24	3
I_7-8	PDC-607	11
I_7-8	IMP-65	7
I_7-8	OXA-144	24
I_7-8	OXA-185	107
I_7-8	OXA-459	26
I_7-8	PDC-333	102
I_7-8	OXA-103	70
I_7-8	OXA-418	113
I_7-8	MOX-5	1395
I_7-8	aadA15	5592
I_7-8	PDC-334	1
I_7-8	PDC-608	4
I_7-8	OXA-104	38
I_7-8	CTX-M-225	52
I_7-8	IMP-25	16
I_7-8	CTX-M-266	4
I_7-8	IMP-66	13
I_7-8	OpmD	544
I_7-8	OXA-145	910
I_7-8	MOX-6	1426
I_7-8	aadA16	4809
I_7-8	CTX-M-226	1
I_7-8	CTX-M-267	1
I_7-8	PDC-376	4
I_7-8	ACT-180	20
I_7-8	OXA-146	8
I_7-8	IMP-26	9
I_7-8	IMP-67	2
I_7-8	mef(E)	193
I_7-8	OmpA	9661
I_7-8	MOX-7	1528
I_7-8	aadA17	5600
I_7-8	OXA-106	68
I_7-8	IMP-68	9
I_7-8	IMP-27	2
I_7-8	RSA2-1	73
I_7-8	ACT-181	69
I_7-8	ACT-140	75
I_7-8	OXA-147	636
I_7-8	MOX-8	2012
I_7-8	CTX-M-228	2
I_7-8	CTX-M-269	1
I_7-8	PDC-378	1
I_7-8	IMP-69	3
I_7-8	OXA-107	2
I_7-8	IMP-28	9
I_7-8	OXA-148	42
I_7-8	ACT-182	74
I_7-8	MOX-9	628
I_7-8	ACT-141	61
I_7-8	ACT-100	198
I_7-8	PDC-338	2
I_7-8	PDC-379	10
I_7-8	OXA-108	9
I_7-8	ACT-183	41
I_7-8	IMP-29	4
I_7-8	AAC(6')-Ia	43
I_7-8	PSZ-1	145
I_7-8	CTX-M-229	134
I_7-8	ACT-101	157
I_7-8	OpmH	3009
I_7-8	ACT-142	162
I_7-8	OXA-109	2
I_7-8	Cmen_BlaB	8
I_7-8	ACT-184	24
I_7-8	ACT-102	204
I_7-8	FAR-1	49
I_7-8	PDC-339	33
I_7-8	ACT-143	87
I_7-8	AAC(6')-Ib	2466
I_7-8	AAC(6')-Ic	225
I_7-8	catA1	816
I_7-8	ACT-103	183
I_7-8	ACT-185	103
I_7-8	ACT-144	38
I_7-8	ACT-186	33
I_7-8	ACT-145	63
I_7-8	ACT-104	160
I_7-8	ACT-105	108
I_7-8	GPC-1	143
I_7-8	ACT-187	42
I_7-8	ACT-146	132
I_7-8	Bsui_mprF	1836
I_7-8	AAC(6')-If	226
I_7-8	catA4	852
I_7-8	ACT-188	98
I_7-8	ACT-106	105
I_7-8	Lmon_mprF	851
I_7-8	ACT-189	32
I_7-8	ACT-148	50
I_7-8	AAC(6')-Ig	157
I_7-8	erm(32)	1021
I_7-8	vanY_in_vanB_cl	695
I_7-8	ACT-107	140
I_7-8	vanY_in_vanF_cl	503
I_7-8	AAC(6')-Ih	232
I_7-8	ACT-108	66
I_7-8	AAC(6')-Ii	73
I_7-8	ACT-109	108
I_7-8	AAC(6')-Ij	264
I_7-8	catA8	915
I_7-8	crxA	20
I_7-8	AAC(6')-Ik	259
I_7-8	tet(X)	1098
I_7-8	AAC(6')-Il	183
I_7-8	tet(T)	33231
I_7-8	FOX-20	318
I_7-8	AAC(6')-Im	215
I_7-8	FOX-21	392
I_7-8	tet(L)	136
I_7-8	tet(H)	4242
I_7-8	ArmR	1
I_7-8	SatA	34
I_7-8	BEL-1	406
I_7-8	AAC(6')-Ip	39
I_7-8	PEN-A1	169
I_7-8	tet(D)	3610
I_7-8	BEL-2	396
I_7-8	AAC(6')-Iq	46
I_7-8	PEN-A2	22
I_7-8	BEL-3	396
I_7-8	AAC(6')-Ir	257
I_7-8	PEN-A3	63
I_7-8	dfrA3b	17
I_7-8	BEL-4	399
I_7-8	AAC(6')-Is	280
I_7-8	PER-10	344
I_7-8	Saur_norA	172
I_7-8	AAC(6')-It	267
I_7-8	CBP-1	197
I_7-8	PEN-A5	53
I_7-8	PER-11	358
I_7-8	PEN-A6	36
I_7-8	SSA	156
I_7-8	AAC(6')-Iu	282
I_7-8	tet(65)	3665
I_7-8	PER-12	321
I_7-8	AAC(6')-Iv	259
I_7-8	PEN-A7	37
I_7-8	abeM	4642
I_7-8	PER-13	323
I_7-8	AAC(6')-Iw	261
I_7-8	PEN-A8	169
I_7-8	PER-14	294
I_7-8	PEN-A9	134
I_7-8	PER-15	277
I_7-8	AAC(6')-Ix	291
I_7-8	PER-16	308
